record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
95,8,20,1977,23,DM,M,38,46,1977-08-20,Sat,Rodent Exclosure,Dipodomys,merriami,Rodent
96,8,20,1977,12,DM,M,36,41,1977-08-20,Sat,Control,Dipodomys,merriami,Rodent
97,8,20,1977,18,DM,M,36,41,1977-08-20,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
98,8,20,1977,5,DM,M,38,40,1977-08-20,Sat,Rodent Exclosure,Dipodomys,merriami,Rodent
99,8,20,1977,11,DM,M,37,45,1977-08-20,Sat,Control,Dipodomys,merriami,Rodent
101,8,20,1977,5,DM,F,35,46,1977-08-20,Sat,Rodent Exclosure,Dipodomys,merriami,Rodent
102,8,20,1977,23,DM,F,35,40,1977-08-20,Sat,Rodent Exclosure,Dipodomys,merriami,Rodent
103,8,20,1977,18,DM,F,35,30,1977-08-20,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
105,8,20,1977,19,DM,M,35,39,1977-08-20,Sat,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
109,8,20,1977,6,DM,M,35,34,1977-08-20,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
111,8,20,1977,11,DM,F,37,42,1977-08-20,Sat,Control,Dipodomys,merriami,Rodent
112,8,20,1977,23,DM,M,37,42,1977-08-20,Sat,Rodent Exclosure,Dipodomys,merriami,Rodent
113,8,20,1977,5,PF,F,13,8,1977-08-20,Sat,Rodent Exclosure,Perognathus,flavus,Rodent
116,8,21,1977,13,DM,F,37,31,1977-08-21,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
146,8,21,1977,13,DM,F,36,40,1977-08-21,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
157,9,11,1977,20,DM,M,36,37,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
158,9,11,1977,22,DM,M,36,48,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
161,9,11,1977,5,DM,M,37,42,1977-09-11,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
162,9,11,1977,6,DM,F,39,45,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
163,9,11,1977,12,PP,F,21,16,1977-09-11,Sun,Control,Chaetodipus,penicillatus,Rodent
164,9,11,1977,22,DM,F,36,36,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
167,9,11,1977,6,DM,M,36,42,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
168,9,11,1977,12,DM,M,36,44,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
170,9,11,1977,20,DM,F,36,41,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
173,9,11,1977,12,DM,F,36,40,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
174,9,11,1977,12,DM,M,37,34,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
175,9,11,1977,19,DM,M,33,40,1977-09-11,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
178,9,11,1977,18,DM,M,33,44,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
179,9,11,1977,12,DM,M,37,44,1977-09-11,Sun,Control,Dipodomys,merriami,Rodent
180,9,11,1977,6,DM,M,34,36,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
181,9,11,1977,20,DM,M,35,33,1977-09-11,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
183,9,11,1977,5,DM,F,37,46,1977-09-11,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
186,9,11,1977,19,DM,F,34,35,1977-09-11,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
187,9,12,1977,17,DM,M,36,46,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
189,9,12,1977,17,DM,F,33,37,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
190,9,12,1977,7,DM,M,36,34,1977-09-12,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
192,9,12,1977,4,DM,F,36,45,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
196,9,12,1977,7,PF,F,15,7,1977-09-12,Mon,Rodent Exclosure,Perognathus,flavus,Rodent
197,9,12,1977,14,DM,M,37,51,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
198,9,12,1977,4,DM,M,35,39,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
199,9,12,1977,11,DM,M,36,29,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
202,9,12,1977,17,DM,F,32,48,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
203,9,12,1977,11,DM,M,38,46,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
204,9,12,1977,16,DM,F,37,41,1977-09-12,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
208,9,12,1977,14,DM,M,37,45,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
209,9,12,1977,17,DM,F,35,42,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
210,9,12,1977,11,DM,F,36,53,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
213,9,12,1977,14,DM,F,35,49,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
215,9,12,1977,14,DM,F,36,46,1977-09-12,Mon,Control,Dipodomys,merriami,Rodent
216,9,12,1977,4,PF,F,13,9,1977-09-12,Mon,Control,Perognathus,flavus,Rodent
217,9,13,1977,3,PP,F,19,15,1977-09-13,Tue,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
218,9,13,1977,1,PF,M,13,4,1977-09-13,Tue,Spectab exclosure,Perognathus,flavus,Rodent
219,9,13,1977,13,DM,M,36,48,1977-09-13,Tue,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
226,9,13,1977,2,DM,M,37,51,1977-09-13,Tue,Control,Dipodomys,merriami,Rodent
228,9,13,1977,9,DM,M,38,50,1977-09-13,Tue,Spectab exclosure,Dipodomys,merriami,Rodent
229,9,13,1977,13,DM,M,35,44,1977-09-13,Tue,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
233,9,13,1977,2,DM,M,25,44,1977-09-13,Tue,Control,Dipodomys,merriami,Rodent
234,9,13,1977,9,DM,M,35,45,1977-09-13,Tue,Spectab exclosure,Dipodomys,merriami,Rodent
235,9,13,1977,13,DM,F,37,45,1977-09-13,Tue,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
238,9,13,1977,2,PE,M,20,19,1977-09-13,Tue,Control,Peromyscus,eremicus,Rodent
243,10,16,1977,6,DM,F,38,44,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
244,10,16,1977,22,DM,F,36,42,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
245,10,16,1977,2,DM,M,37,39,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
246,10,16,1977,13,DM,M,37,47,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
249,10,16,1977,13,DM,M,36,42,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
251,10,16,1977,2,DM,M,36,49,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
253,10,16,1977,20,DM,M,38,39,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
254,10,16,1977,20,DM,F,36,43,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
255,10,16,1977,18,DM,M,35,50,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
256,10,16,1977,6,DM,M,36,41,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
257,10,16,1977,2,DM,M,37,47,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
258,10,16,1977,18,DM,F,36,37,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
259,10,16,1977,2,DM,M,36,41,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
260,10,16,1977,22,DM,F,36,36,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
261,10,16,1977,6,DM,M,36,45,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
262,10,16,1977,20,PE,M,19,20,1977-10-16,Sun,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
263,10,16,1977,1,DM,M,37,40,1977-10-16,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
265,10,16,1977,9,DM,M,38,49,1977-10-16,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
268,10,16,1977,2,DM,F,36,55,1977-10-16,Sun,Control,Dipodomys,merriami,Rodent
269,10,16,1977,6,DM,M,37,46,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
270,10,16,1977,1,DM,F,36,38,1977-10-16,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
273,10,16,1977,9,DM,M,37,44,1977-10-16,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
274,10,16,1977,2,OL,F,20,21,1977-10-16,Sun,Control,Onychomys,leucogaster,Rodent
275,10,16,1977,20,DM,M,37,41,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
280,10,16,1977,18,DM,M,37,46,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
283,10,16,1977,6,DM,M,34,36,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
284,10,16,1977,13,DM,M,37,44,1977-10-16,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
285,10,16,1977,1,DM,M,36,53,1977-10-16,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
287,10,17,1977,17,DM,M,38,41,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
288,10,17,1977,17,DM,M,37,48,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
289,10,17,1977,14,DM,M,38,47,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
292,10,17,1977,3,DO,F,36,33,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
293,10,17,1977,4,DM,F,36,42,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
294,10,17,1977,3,DO,F,37,50,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
295,10,17,1977,11,DM,M,36,41,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
298,10,17,1977,19,DM,M,36,49,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
302,10,17,1977,19,DM,F,36,44,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
303,10,17,1977,3,DM,M,36,31,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
304,10,17,1977,21,DM,M,37,40,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
305,10,17,1977,14,DM,F,35,40,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
306,10,17,1977,16,DM,M,33,23,1977-10-17,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
307,10,17,1977,19,DM,M,36,42,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
311,10,17,1977,19,RM,M,18,13,1977-10-17,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
312,10,17,1977,11,DM,F,36,42,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
313,10,17,1977,19,DM,M,35,31,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
315,10,17,1977,3,DM,M,36,39,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
316,10,17,1977,15,DM,M,37,48,1977-10-17,Mon,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
317,10,17,1977,17,DO,F,32,48,1977-10-17,Mon,Control,Dipodomys,ordii,Rodent
318,10,17,1977,17,DM,M,33,29,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
319,10,17,1977,14,DM,M,36,45,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
320,10,17,1977,17,DM,F,35,39,1977-10-17,Mon,Control,Dipodomys,merriami,Rodent
323,10,17,1977,17,DO,F,33,31,1977-10-17,Mon,Control,Dipodomys,ordii,Rodent
330,10,18,1977,5,DM,M,37,43,1977-10-18,Tue,Rodent Exclosure,Dipodomys,merriami,Rodent
332,10,18,1977,12,PF,M,16,8,1977-10-18,Tue,Control,Perognathus,flavus,Rodent
334,10,18,1977,5,DM,F,37,45,1977-10-18,Tue,Rodent Exclosure,Dipodomys,merriami,Rodent
336,10,18,1977,12,DM,M,36,40,1977-10-18,Tue,Control,Dipodomys,merriami,Rodent
337,10,18,1977,8,DO,F,35,41,1977-10-18,Tue,Control,Dipodomys,ordii,Rodent
338,10,18,1977,12,DM,M,37,41,1977-10-18,Tue,Control,Dipodomys,merriami,Rodent
340,10,18,1977,12,DM,F,36,39,1977-10-18,Tue,Control,Dipodomys,merriami,Rodent
342,10,18,1977,16,DM,M,34,25,1977-10-18,Tue,Rodent Exclosure,Dipodomys,merriami,Rodent
345,11,12,1977,22,DM,F,34,45,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
346,11,12,1977,2,DM,F,37,36,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
347,11,12,1977,6,DM,F,38,40,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
348,11,12,1977,13,DM,M,36,44,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
350,11,12,1977,2,DM,M,37,47,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
352,11,12,1977,1,DM,M,36,40,1977-11-12,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
354,11,12,1977,2,DM,M,38,44,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
356,11,12,1977,1,DO,F,32,44,1977-11-12,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
357,11,12,1977,9,DS,F,50,117,1977-11-12,Sat,Spectab exclosure,Dipodomys,spectabilis,Rodent
358,11,12,1977,13,PF,F,16,7,1977-11-12,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
359,11,12,1977,18,DM,M,36,40,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
360,11,12,1977,20,DM,F,35,39,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
361,11,12,1977,2,DM,F,36,40,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
362,11,12,1977,1,DS,F,51,121,1977-11-12,Sat,Spectab exclosure,Dipodomys,spectabilis,Rodent
364,11,12,1977,9,DM,M,37,46,1977-11-12,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
365,11,12,1977,1,DM,F,38,35,1977-11-12,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
367,11,12,1977,20,DS,M,51,115,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
368,11,12,1977,9,PF,F,16,7,1977-11-12,Sat,Spectab exclosure,Perognathus,flavus,Rodent
369,11,12,1977,20,DM,F,36,39,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
370,11,12,1977,9,DM,M,35,40,1977-11-12,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
371,11,12,1977,13,DM,M,36,40,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
372,11,12,1977,22,DM,F,36,35,1977-11-12,Sat,Control,Dipodomys,merriami,Rodent
373,11,12,1977,6,DM,M,34,36,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
374,11,12,1977,18,DM,M,37,44,1977-11-12,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
375,11,12,1977,9,PF,F,15,6,1977-11-12,Sat,Spectab exclosure,Perognathus,flavus,Rodent
376,11,12,1977,1,PF,F,15,7,1977-11-12,Sat,Spectab exclosure,Perognathus,flavus,Rodent
377,11,12,1977,9,DS,F,48,120,1977-11-12,Sat,Spectab exclosure,Dipodomys,spectabilis,Rodent
378,11,12,1977,1,DO,M,33,48,1977-11-12,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
379,11,13,1977,14,DM,M,36,44,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
380,11,13,1977,17,DM,F,33,38,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
381,11,13,1977,17,DS,F,48,118,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
382,11,13,1977,17,DM,M,37,40,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
383,11,13,1977,11,DS,F,52,126,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
384,11,13,1977,11,DM,M,36,37,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
385,11,13,1977,17,DS,M,50,132,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
388,11,13,1977,11,DM,F,36,39,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
391,11,13,1977,11,PF,M,15,7,1977-11-13,Sun,Control,Perognathus,flavus,Rodent
392,11,13,1977,11,DS,F,53,122,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
394,11,13,1977,4,DS,F,48,107,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
395,11,13,1977,14,DM,M,36,43,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
396,11,13,1977,14,DM,F,36,40,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
397,11,13,1977,17,RM,F,16,7,1977-11-13,Sun,Control,Reithrodontomys,megalotis,Rodent
398,11,13,1977,4,DS,F,50,115,1977-11-13,Sun,Control,Dipodomys,spectabilis,Rodent
399,11,13,1977,17,DM,F,36,39,1977-11-13,Sun,Control,Dipodomys,merriami,Rodent
404,11,14,1977,12,DM,M,37,40,1977-11-14,Mon,Control,Dipodomys,merriami,Rodent
407,11,14,1977,5,DS,F,50,116,1977-11-14,Mon,Rodent Exclosure,Dipodomys,spectabilis,Rodent
408,11,14,1977,8,PF,F,9,6,1977-11-14,Mon,Control,Perognathus,flavus,Rodent
409,11,14,1977,12,DM,F,36,38,1977-11-14,Mon,Control,Dipodomys,merriami,Rodent
410,11,14,1977,5,DS,M,53,137,1977-11-14,Mon,Rodent Exclosure,Dipodomys,spectabilis,Rodent
411,11,14,1977,5,DM,M,36,42,1977-11-14,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
412,11,14,1977,5,DS,M,52,126,1977-11-14,Mon,Rodent Exclosure,Dipodomys,spectabilis,Rodent
413,11,14,1977,8,DS,F,49,112,1977-11-14,Mon,Control,Dipodomys,spectabilis,Rodent
414,11,14,1977,8,DO,F,34,39,1977-11-14,Mon,Control,Dipodomys,ordii,Rodent
415,11,14,1977,5,DM,F,36,41,1977-11-14,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
420,12,10,1977,13,DM,F,38,48,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
421,12,10,1977,9,DS,F,51,121,1977-12-10,Sat,Spectab exclosure,Dipodomys,spectabilis,Rodent
422,12,10,1977,2,DM,F,37,42,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
423,12,10,1977,13,DM,M,36,42,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
424,12,10,1977,2,DM,M,37,52,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
425,12,10,1977,20,DM,F,36,38,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
426,12,10,1977,22,DM,M,36,45,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
427,12,10,1977,2,DM,F,37,37,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
428,12,10,1977,9,DO,F,33,40,1977-12-10,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
430,12,10,1977,9,PF,F,15,7,1977-12-10,Sat,Spectab exclosure,Perognathus,flavus,Rodent
433,12,10,1977,9,DM,M,38,44,1977-12-10,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
434,12,10,1977,13,PF,F,16,7,1977-12-10,Sat,Short-term Krat Exclosure,Perognathus,flavus,Rodent
436,12,10,1977,18,DM,F,37,33,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
437,12,10,1977,18,DM,F,37,38,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
438,12,10,1977,2,DM,M,36,47,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
439,12,10,1977,20,DM,F,36,39,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
440,12,10,1977,1,PF,F,16,7,1977-12-10,Sat,Spectab exclosure,Perognathus,flavus,Rodent
443,12,10,1977,13,DM,M,35,42,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
444,12,10,1977,6,DM,M,38,36,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
447,12,10,1977,18,DM,M,37,44,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
448,12,10,1977,20,DS,M,51,116,1977-12-10,Sat,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
449,12,10,1977,2,DM,M,35,43,1977-12-10,Sat,Control,Dipodomys,merriami,Rodent
450,12,10,1977,1,DO,M,33,45,1977-12-10,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
451,12,10,1977,9,DS,F,51,116,1977-12-10,Sat,Spectab exclosure,Dipodomys,spectabilis,Rodent
453,12,10,1977,9,DM,M,36,42,1977-12-10,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
454,12,10,1977,1,DM,F,36,38,1977-12-10,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
461,12,11,1977,14,DM,M,36,41,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
462,12,11,1977,17,DM,M,36,40,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
463,12,11,1977,4,DS,M,49,134,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
464,12,11,1977,5,DS,M,49,139,1977-12-11,Sun,Rodent Exclosure,Dipodomys,spectabilis,Rodent
466,12,11,1977,4,DS,F,51,118,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
467,12,11,1977,8,DO,F,32,41,1977-12-11,Sun,Control,Dipodomys,ordii,Rodent
468,12,11,1977,11,DM,M,35,37,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
470,12,11,1977,4,PF,M,15,6,1977-12-11,Sun,Control,Perognathus,flavus,Rodent
472,12,11,1977,11,DS,F,49,127,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
474,12,11,1977,8,PF,F,15,6,1977-12-11,Sun,Control,Perognathus,flavus,Rodent
477,12,11,1977,17,DS,F,47,115,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
479,12,11,1977,14,DM,F,36,40,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
480,12,11,1977,14,DS,F,47,114,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
481,12,11,1977,17,DM,F,35,37,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
482,12,11,1977,17,DM,M,37,46,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
483,12,11,1977,8,DS,M,49,149,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
484,12,11,1977,11,DM,F,37,38,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
485,12,11,1977,11,DS,M,52,127,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
487,12,11,1977,12,DM,F,38,36,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
488,12,11,1977,12,DM,M,37,41,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
490,12,11,1977,14,DM,M,37,44,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
491,12,11,1977,11,DS,M,48,138,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
492,12,11,1977,12,DS,M,49,110,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
493,12,11,1977,4,DS,F,49,110,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
496,12,11,1977,17,DM,F,36,37,1977-12-11,Sun,Control,Dipodomys,merriami,Rodent
498,12,11,1977,3,PF,M,16,7,1977-12-11,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
499,12,11,1977,11,DS,F,51,121,1977-12-11,Sun,Control,Dipodomys,spectabilis,Rodent
502,12,11,1977,5,DM,F,36,43,1977-12-11,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
505,1,8,1978,13,DM,M,36,43,1978-01-08,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
507,1,8,1978,2,DM,M,35,44,1978-01-08,Sun,Control,Dipodomys,merriami,Rodent
